Stop Name,Depoh,Route Number,Direction
SJ372 PANGSAPURI ENGGANG,Cheras Selatan,541,A-B
SJ373 SIMFONI KINRARA,Cheras Selatan,541,A-B
SJ379 MELODY KINRARA,Cheras Selatan,541,A-B
(M) SJ380 PERUMAHAN MELODY,Cheras Selatan,541,A-B
SJ381 PERUMAHAN HENING,Cheras Selatan,541,A-B
SJ382 KINRARA GOLF CLUB (OPP),Cheras Selatan,541,A-B
SJ15 KEJURUTERAAN BOMBA KINRARA,Cheras Selatan,541,A-B
SJ395 KINRARA GOLF CLUB (BARAT),Cheras Selatan,541,A-B
(M) SJ398 LRT BK 5,Cheras Selatan,541,A-B
(M) SJ398 LRT BK 5,Cheras Selatan,541,B-A
SJ399 PETRONAS BANDAR KINRARA,Cheras Selatan,541,B-A
SJ397 SMK SEKSYEN 4 BK (OPP),Cheras Selatan,541,B-A
SJ366 KINRARA GOLF CLUB,Cheras Selatan,541,B-A
SJ367 PERUMAHAN HENING (OPP),Cheras Selatan,541,B-A
(M) SJ368 PERUMAHAN MELODY (OPP),Cheras Selatan,541,B-A
SJ369 MELODY KINRARA (OPP),Cheras Selatan,541,B-A
SJ370 SIMFONI KINRARA,Cheras Selatan,541,B-A
SJ371 PANGSAPURI ENGGANG (OPP),Cheras Selatan,541,B-A
TAMAN PUNCAK JALIL,Cheras Selatan,541,B-A
PUJ 8 & 9,Cheras Selatan,541,B-A
PERUMAHAN PUJ 2/48,Cheras Selatan,541,B-A
PUJ 2 & 3,Cheras Selatan,541,B-A
SJ703 PUJ 4 TAMAN PUNCAK JALIL,Cheras Selatan,541,B-A
SJKC BUKIT SERDANG,Cheras Selatan,541,B-A
FLAT LESTARI PERDANA 2,Cheras Selatan,541,B-A
DESAMINIUM FLORA,Cheras Selatan,541,B-A
SMK TAMAN DESAMINIUM,Cheras Selatan,541,B-A
SJ217 TAMAN PUTRA PERMAI 9,Cheras Selatan,541,B-A
SJ213 HENTIAN PUTRA PERMAI,Cheras Selatan,541,B-A
KJ461 HENTIAN KAJANG,Cheras Selatan,551,A-B
KJ211 KG SG TANGKAS,Cheras Selatan,551,A-B
KJ212 TAMAN INDUSTRI SG TANGKAS,Cheras Selatan,551,A-B
KJ215 UKM GOLF CLUB,Cheras Selatan,551,A-B
PINTU MASUK UKM,Cheras Selatan,551,A-B
GARDEN/LANDSCAPE,Cheras Selatan,551,A-B
ILKAP,Cheras Selatan,551,A-B
KJ521 BANDAR BARU BANGI SEKSYEN 3 (SELATAN),Cheras Selatan,551,A-B
DEWAN MPKJ SEKSYEN 2,Cheras Selatan,551,A-B
RUMAH BAKTI NUR AIN,Cheras Selatan,551,A-B
BANGI GOLF RESORT 1,Cheras Selatan,551,A-B
REST ALREEF (OPP),Cheras Selatan,551,A-B
SEKSYEN 6 PUNCAK BANGI,Cheras Selatan,551,A-B
KJ516 BANDAR BARU BANGI SEKSYEN 2 (UTARA),Cheras Selatan,551,A-B
KJ520 BANDAR BARU BANGI SEKSYEN 2 (SELATAN),Cheras Selatan,551,A-B
BOUTIQUE HOTEL,Cheras Selatan,551,A-B
BANGI GATEWAY HOTEL,Cheras Selatan,551,A-B
BALAI POLIS BANGI,Cheras Selatan,551,A-B
HITACHI (OPP),Cheras Selatan,551,A-B
GIANT BANGI UTAMA (OPP),Cheras Selatan,551,A-B
MAHKAMAH SYARIAH BANGI,Cheras Selatan,551,A-B
PETRONAS SEKSYEN 9 BANGI,Cheras Selatan,551,A-B
WISMA KAGUMAS,Cheras Selatan,551,A-B
LLM,Cheras Selatan,551,A-B
IUKL,Cheras Selatan,551,A-B
UNITEN,Cheras Selatan,551,A-B
MINLON,Cheras Selatan,551,A-B
(M) SJ596 KTM KOMUTER SERDANG,Cheras Selatan,551,A-B
KL784 PANGSAPURI PERMAI,Cheras Selatan,551,A-B
KL785 TAMAN CASTLEFIELD,Cheras Selatan,551,A-B
KL786 KG MALAYSIA RAYA,Cheras Selatan,551,A-B
KL787 KG MALAYSIA TAMBAHAN,Cheras Selatan,551,A-B
KL2034 THE LEAFZ,Cheras Selatan,551,A-B
KL788 THE LEAFZ,Cheras Selatan,551,A-B
KL789 PLAZA SG BESI,Cheras Selatan,551,A-B
(M) KL1813 TAMAN SALAK JAYA,Cheras Selatan,551,A-B
RAZAK MANSION,Cheras Selatan,551,A-B
KL1815 KG SRI INDAH,Cheras Selatan,551,A-B
KL1488 SOUTHGATE (OPP),Cheras Selatan,551,A-B
KL1770 BALAI BOMBA PUDU,Cheras Selatan,551,A-B
KL1771 LRT PUDU/MAJESTIC,Cheras Selatan,551,A-B
KL1823 HOTEL SWISS GARDEN,Cheras Selatan,551,A-B
(M) KL101 HUB LEBUH PUDU,Cheras Selatan,551,A-B
(M) KL101 HUB LEBUH PUDU,Cheras Selatan,551,B-A
KL119 HOSPITAL TUNG SHIN,Cheras Selatan,551,B-A
KL867 LRT PUDU/MAJESTIC (OPP),Cheras Selatan,551,B-A
KL803 PEJABAT POS PUDU,Cheras Selatan,551,B-A
KL808 CHAN SOW LIN (BARAT),Cheras Selatan,551,B-A
KL811 KG SRI INDAH,Cheras Selatan,551,B-A
KL1789 RAZAK MANSION (OPP),Cheras Selatan,551,B-A
TAMAN SALAK JAYA,Cheras Selatan,551,B-A
KL2141 LRT BANGSAR,Cheras Selatan,551,B-A
KL777 KG MALAYSIA TAMBAHAN,Cheras Selatan,551,B-A
KL778 KG MALAYSIA RAYA,Cheras Selatan,551,B-A
KL780 TAMAN CASTLEFIELD,Cheras Selatan,551,B-A
KL781 MRT/LRT SUNGAI BESI,Cheras Selatan,551,B-A
KL2006 SELANGOR TURF CLUB,Cheras Selatan,551,B-A
SJ653 THE MINES WATERFRONT,Cheras Selatan,551,B-A
SJ595 KTM KOMUTER SERDANG (OPP),Cheras Selatan,551,B-A
KJ706 KOMERSIAL TAMAN DESA SERDANG,Cheras Selatan,551,B-A
UNITEN 1,Cheras Selatan,551,B-A
WISMA KAGUMAS (OPP),Cheras Selatan,551,B-A
KJ873 AMBANK ISLAMIC BANGI,Cheras Selatan,551,B-A
KJ874 HOSPITAL PAKAR AN NUR,Cheras Selatan,551,B-A
GIANT BANGI UTAMA,Cheras Selatan,551,B-A
HITACHI,Cheras Selatan,551,B-A
SRA BANGI SEKSYEN 6,Cheras Selatan,551,B-A
BOMBA,Cheras Selatan,551,B-A
BANGI GATEWAY (OPP),Cheras Selatan,551,B-A
KJ514 PANGSAPURI SRI CEMPAKA,Cheras Selatan,551,B-A
KJ515 PETRONAS SEKSYEN 16,Cheras Selatan,551,B-A
REST ALREEF,Cheras Selatan,551,B-A
FLAT JUBLI PERAK SEKSYEN 4,Cheras Selatan,551,B-A
SURAU AL SOBAH SEKSYEN 3,Cheras Selatan,551,B-A
FLAT SEKSYEN 3,Cheras Selatan,551,B-A
KJ454 BANDAR BARU BANGI SEKSYEN 3 (SELATAN),Cheras Selatan,551,B-A
ILKAP (OPP),Cheras Selatan,551,B-A
KJ457 DEWAN CHANSELOR UKM,Cheras Selatan,551,B-A
PINTU BELAKANG UKM,Cheras Selatan,551,B-A
KJ458 UKM GOLF (OPP),Cheras Selatan,551,B-A
REST UMI (OPP),Cheras Selatan,551,B-A
KJ460 KG SG TANGKAS,Cheras Selatan,551,B-A
KJ461 HENTIAN KAJANG,Cheras Selatan,551,B-A
SJ142 STADIUM SERDANG JAYA,Cheras Selatan,570,A-B
BLOK 10 FLAT PKNS,Cheras Selatan,570,A-B
PANGSAPURI CENDANA,Cheras Selatan,570,A-B
KOMERSIAL SRI SERDANG,Cheras Selatan,570,A-B
TAMAN KEMBANG SARI,Cheras Selatan,570,A-B
SJ177 PASAR SERI KEMBANGAN,Cheras Selatan,570,A-B
FLAT SERDANG RAYA,Cheras Selatan,570,A-B
BSC SPORT (OPP),Cheras Selatan,570,A-B
TERES SERDANG RAYA,Cheras Selatan,570,A-B
SPG JLN SR 3/3,Cheras Selatan,570,A-B
PDG PERMAINAN,Cheras Selatan,570,A-B
PLAZA SERDANG RAYA,Cheras Selatan,570,A-B
ASTRO (OPP),Cheras Selatan,570,A-B
KL1542 ENTERPRISE 3 TPM,Cheras Selatan,570,A-B
SPG MASUK TPM,Cheras Selatan,570,A-B
KL1293 APARTMENT ARENA GREEN,Cheras Selatan,570,A-B
KL151 LRT BKT JALIL,Cheras Selatan,570,A-B
KL151 LRT BKT JALIL,Cheras Selatan,570,B-A
KL1299 APARTMENT ARENA GREEN (OPP),Cheras Selatan,570,B-A
ISN/STADIUM BUKIT JALIL,Cheras Selatan,570,B-A
ASTRO,Cheras Selatan,570,B-A
PETRON SERDANG RAYA,Cheras Selatan,570,B-A
BANGUNAN HUP WING,Cheras Selatan,570,B-A
PERUMAHAN SERDANG RAYA 3 (OPP),Cheras Selatan,570,B-A
MEDAN SELERA CITY,Cheras Selatan,570,B-A
VISION HOME EXPO,Cheras Selatan,570,B-A
FLAT SERDANG RAYA (OPP),Cheras Selatan,570,B-A
SJ175 KLINIK KESIHATAN/TAMAN MUHIBBAH,Cheras Selatan,570,B-A
SJ640 THE MINES,Cheras Selatan,570,B-A
SJ107 KLINIK KERAJAAN SERI KEMBANGAN,Cheras Selatan,570,B-A
SJ106 SOUTH CITY PLAZA (OPP),Cheras Selatan,570,B-A
SJ109 BALAI POLIS SERI KEMBANGAN,Cheras Selatan,570,B-A
KOMERSIAL SERDANG JAYA,Cheras Selatan,570,B-A
SJ142 STADIUM SERDANG JAYA,Cheras Selatan,570,B-A
KL764 TERMINAL DESA PETALING,Cheras Selatan,580,A-B
KL766 PANGARIA,Cheras Selatan,580,A-B
KL767 SK DESA PETALING,Cheras Selatan,580,A-B
KL768 WINNER HEIGHTS,Cheras Selatan,580,A-B
KL2181 DESA PETALING (SELATAN),Cheras Selatan,580,A-B
KL769 SPARK SHOPPING COMPLEX,Cheras Selatan,580,A-B
KL770 VANTAGE POINT,Cheras Selatan,580,A-B
KL771 DESA PETALING (UTARA),Cheras Selatan,580,A-B
KL772 DESA HILL VILLAS,Cheras Selatan,580,A-B
KL773 KG BARU SALAK SELATAN,Cheras Selatan,580,A-B
KL774 KG BARU SALAK SELATAN (TIMUR),Cheras Selatan,580,A-B
KL775 PASAR PENJAJA SALAK SELATAN (OPP),Cheras Selatan,580,A-B
KL1737 KG BARU SALAK SELATAN (TENGAH),Cheras Selatan,580,A-B
KL1738 DEWAN KG SALAK SELATAN (OPP),Cheras Selatan,580,A-B
KL1740 KLINIK SALAK SELATAN (OPP),Cheras Selatan,580,A-B
KL1812 MIDFIELDS SQUARE,Cheras Selatan,580,A-B
(M) KL1813 TAMAN SALAK JAYA,Cheras Selatan,580,A-B
BALAI POLIS SALAK SELATAN,Cheras Selatan,580,A-B
LRT SALAK SELATAN,Cheras Selatan,580,A-B
KL1814 RAZAK MANSION,Cheras Selatan,580,A-B
RAZAK MANSION,Cheras Selatan,580,A-B
KL1815 KG SRI INDAH,Cheras Selatan,580,A-B
KL1769 CHAN SOW LIN (BARAT),Cheras Selatan,580,A-B
KL1488 SOUTHGATE (OPP),Cheras Selatan,580,A-B
KL1770 BALAI BOMBA PUDU,Cheras Selatan,580,A-B
KL1771 LRT PUDU/MAJESTIC,Cheras Selatan,580,A-B
KL1772 FURAMA (OPP),Cheras Selatan,580,A-B
KL123 MONOREL BUKIT BINTANG/SG WANG,Cheras Selatan,580,A-B
KL86 MRT BUKIT BINTANG/HSBC,Cheras Selatan,580,A-B
KL9 WISMA BOUSTEAD,Cheras Selatan,580,A-B
KL12 MENARA KL,Cheras Selatan,580,A-B
KL13 WISMA BUDIMAN,Cheras Selatan,580,A-B
KL14 MENARA OLYMPIA,Cheras Selatan,580,A-B
KL100 BACKHOME HOSTEL,Cheras Selatan,580,A-B
(M) KL101 HUB LEBUH PUDU,Cheras Selatan,580,B-A
KL119 HOSPITAL TUNG SHIN,Cheras Selatan,580,B-A
KL120 HOTEL SWISS GARDEN (OPP),Cheras Selatan,580,B-A
KL866 FURAMA,Cheras Selatan,580,B-A
KL867 LRT PUDU/MAJESTIC (OPP),Cheras Selatan,580,B-A
KL803 PEJABAT POS PUDU,Cheras Selatan,580,B-A
KL810 SOUTHGATE,Cheras Selatan,580,B-A
KL811 KG SRI INDAH,Cheras Selatan,580,B-A
KL1789 RAZAK MANSION (OPP),Cheras Selatan,580,B-A
KL308 POS SALAK SELATAN,Cheras Selatan,580,B-A
KL307 KTM SALAK SELATAN,Cheras Selatan,580,B-A
(M) KL782 TAMAN SALAK JAYA,Cheras Selatan,580,B-A
KL761 KLINIK SALAK SELATAN,Cheras Selatan,580,B-A
KL1739 DEWAN KG SALAK SELATAN,Cheras Selatan,580,B-A
KL1734 KG BARU SALAK SELATAN (TENGAH),Cheras Selatan,580,B-A
KL1735 PASAR PENJAJA SALAK SELATAN,Cheras Selatan,580,B-A
KL1736 KG BARU SALAK SELATAN (TIMUR),Cheras Selatan,580,B-A
KL1731 KG BARU SALAK SELATAN (SELATAN),Cheras Selatan,580,B-A
IMPACT FUTSAL COURT,Cheras Selatan,580,B-A
KL1493 DESA HILL VILLAS,Cheras Selatan,580,B-A
KL762 VANTAGE POINT (OPP),Cheras Selatan,580,B-A
KL763 SPARK SHOPPING COMPLEX (OPP),Cheras Selatan,580,B-A
REST ABC,Cheras Selatan,580,B-A
KL1730 WINNER HEIGHTS (OPP),Cheras Selatan,580,B-A
KL1727 SK DESA PETALING (OPP),Cheras Selatan,580,B-A
KL1728 PANGSARA,Cheras Selatan,580,B-A
KL764 TERMINAL DESA PETALING,Cheras Selatan,580,B-A
(M) KL152 LRT BANDAR TASIK SELATAN,Cheras Selatan,581,A-B
KL1785 APARTMENT DESA TUN RAZAK (OPP),Cheras Selatan,581,A-B
KL1784 KOMERSIAL DESA TUN RAZAK,Cheras Selatan,581,A-B
KL1786 PANGSAPURI DESA TUN RAZAK,Cheras Selatan,581,A-B
KL2001 TASIK HEIGHTS APARTMENT,Cheras Selatan,581,A-B
KL137 ROYAL SQUADRON REGIMEN,Cheras Selatan,581,A-B
KL138 BANDAR TASIK SELATAN (UTARA),Cheras Selatan,581,A-B
KL139 DESA TASIK,Cheras Selatan,581,A-B
KL140 FLAT DESA TASIK (UTARA),Cheras Selatan,581,A-B
KL141 PERUMAHAN POLIS DESA TASIK (SELATAN),Cheras Selatan,581,A-B
KL1672 SK PENGKALAN TENTERA DARAT,Cheras Selatan,581,B-A
KL144 PANGSAPURI DESA TASIK,Cheras Selatan,581,B-A
KL145 FLAT DESA TASIK (UTARA),Cheras Selatan,581,B-A
KL146 KOMERSIAL DESA TASIK,Cheras Selatan,581,B-A
KL147 BANDAR TASIK SELATAN (UTARA),Cheras Selatan,581,B-A
KL148 ROYAL SQUADRON REGIMEN,Cheras Selatan,581,B-A
KL2003 TASIK HEIGHTS APARTMEN (OPP),Cheras Selatan,581,B-A
(M) KL152 LRT BANDAR TASIK SELATAN,Cheras Selatan,581,B-A
KJ477 UTAR,Cheras Selatan,590,A-B
KJ560 SHELL SG LONG (OPP),Cheras Selatan,590,A-B
KJ299 TAMAN RAKAN (TIMUR),Cheras Selatan,590,A-B
KJ300 TAMAN RAKAN (BARAT),Cheras Selatan,590,A-B
KJ303 INSTITUT VETERINAR (OPP),Cheras Selatan,590,A-B
KJ338 KOMERSIAL BT 11,Cheras Selatan,590,A-B
KJ341 PLAZA KASTURI (OPP),Cheras Selatan,590,A-B
KJ665 CHERAS SELATAN 118,Cheras Selatan,590,A-B
KJ666 JEJANTAS TAMAN SRI INDAH,Cheras Selatan,590,A-B
KJ667 SUSUR CHERAS JAYA,Cheras Selatan,590,A-B
KJ704 SUSUR U-TURN CHERAS JAYA,Cheras Selatan,590,A-B
KJ705 SYMPHONY TOWER,Cheras Selatan,590,A-B
KJ697 JEJANTAS KG BARU BALAKONG,Cheras Selatan,590,A-B
KJ698 TAMAN TAMING JAYA,Cheras Selatan,590,A-B
KJ699 KOMERSIAL TAMING JAYA,Cheras Selatan,590,A-B
KJ700 SHELL TAMING JAYA,Cheras Selatan,590,A-B
KJ740 TAMAN BUKIT BELIMBING (OPP),Cheras Selatan,590,A-B
KJ701 WISMA TANJUNG BALAI,Cheras Selatan,590,A-B
SJ597 SK TAMAN SG BESI INDAH,Cheras Selatan,590,A-B
(M) SJ598 THE MINES (OPP),Cheras Selatan,590,A-B
SJ595 KTM KOMUTER SERDANG (OPP),Cheras Selatan,590,A-B
(M) SJ596 KTM KOMUTER SERDANG,Cheras Selatan,590,A-B
KL784 PANGSAPURI PERMAI,Cheras Selatan,590,A-B
KL785 TAMAN CASTLEFIELD,Cheras Selatan,590,A-B
KL786 KG MALAYSIA RAYA,Cheras Selatan,590,A-B
KL787 KG MALAYSIA TAMBAHAN,Cheras Selatan,590,A-B
KL2034 THE LEAFZ,Cheras Selatan,590,A-B
KL788 THE LEAFZ,Cheras Selatan,590,A-B
KL1219 MRT KUCHAI (OPP),Cheras Selatan,590,A-B
KL1218 MRT KUCHAI/RESIDENSI FAR EAST,Cheras Selatan,590,A-B
KL789 PLAZA SG BESI,Cheras Selatan,590,A-B
KL1812 MIDFIELDS SQUARE,Cheras Selatan,590,A-B
(M) KL1813 TAMAN SALAK JAYA,Cheras Selatan,590,A-B
KL1814 RAZAK MANSION,Cheras Selatan,590,A-B
KL1815 KG SRI INDAH,Cheras Selatan,590,A-B
KL807 TOYOTA SG BESI,Cheras Selatan,590,A-B
KL2205 PERINDUSTRIAN TRISEGI,Cheras Selatan,590,A-B
KL2206 HYUNDAI SERVICES,Cheras Selatan,590,A-B
KL809 PERCETAKAN NASIONAL,Cheras Selatan,590,A-B
KL2207 LRT CHAN SOW LIN,Cheras Selatan,590,A-B
KL1770 BALAI BOMBA PUDU,Cheras Selatan,590,A-B
KL1771 LRT PUDU/MAJESTIC,Cheras Selatan,590,A-B
KL1772 FURAMA (OPP),Cheras Selatan,590,A-B
KL1823 HOTEL SWISS GARDEN,Cheras Selatan,590,A-B
KL113 HAB LEBUH PUDU,Cheras Selatan,590,A-B
(M) KL101 HUB LEBUH PUDU,Cheras Selatan,590,A-B
(M) KL101 HUB LEBUH PUDU,Cheras Selatan,590,B-A
KL119 HOSPITAL TUNG SHIN,Cheras Selatan,590,B-A
KL120 HOTEL SWISS GARDEN (OPP),Cheras Selatan,590,B-A
KL866 FURAMA,Cheras Selatan,590,B-A
KL867 LRT PUDU/MAJESTIC (OPP),Cheras Selatan,590,B-A
KL803 PEJABAT POS PUDU,Cheras Selatan,590,B-A
KL2199 LRT CHAN SOW LIN,Cheras Selatan,590,B-A
KL2200 PERCETAKAN NASIONAL (OPP),Cheras Selatan,590,B-A
KL2201 HYUNDAI SERVICES (OPP),Cheras Selatan,590,B-A
KL2202 PERINDUSTRIAN TRISEGI,Cheras Selatan,590,B-A
KL805 TOYOTA SG BESI (OPP),Cheras Selatan,590,B-A
KL811 KG SRI INDAH,Cheras Selatan,590,B-A
KL1789 RAZAK MANSION (OPP),Cheras Selatan,590,B-A
(M) KL782 TAMAN SALAK JAYA,Cheras Selatan,590,B-A
KL2180 PLAZA 63 (OPP),Cheras Selatan,590,B-A
KL1811 PLAZA SG BESI (OPP),Cheras Selatan,590,B-A
KL795 KOMERSIAL TAMAN SALAK SELATAN,Cheras Selatan,590,B-A
KL777 KG MALAYSIA TAMBAHAN,Cheras Selatan,590,B-A
KL778 KG MALAYSIA RAYA,Cheras Selatan,590,B-A
KL780 TAMAN CASTLEFIELD,Cheras Selatan,590,B-A
KL781 MRT/LRT SUNGAI BESI,Cheras Selatan,590,B-A
KL2006 SELANGOR TURF CLUB,Cheras Selatan,590,B-A
SJ653 THE MINES WATERFRONT,Cheras Selatan,590,B-A
SJ595 KTM KOMUTER SERDANG (OPP),Cheras Selatan,590,B-A
(M) SJ596 KTM KOMUTER SERDANG,Cheras Selatan,590,B-A
SJ640 THE MINES,Cheras Selatan,590,B-A
SJ599 TAMAN SG BESI INDAH (SELATAN),Cheras Selatan,590,B-A
SJ641 APARTMENT SRI JASA,Cheras Selatan,590,B-A
KJ670 WISMA TANJUNG BALAI (OPP),Cheras Selatan,590,B-A
KJ671 TAMAN BUKIT BELIMBING,Cheras Selatan,590,B-A
KJ672 TAMAN TAMING JAYA,Cheras Selatan,590,B-A
KJ673 KG BARU BALAKONG,Cheras Selatan,590,B-A
KJ703 SUSUR U-TURN CHERAS JAYA,Cheras Selatan,590,B-A
KJ693 AEON CHERAS SELATAN,Cheras Selatan,590,B-A
KJ336 PLAZA KASTURI,Cheras Selatan,590,B-A
KJ337 KOMERSIAL BT 11,Cheras Selatan,590,B-A
KJ721 PUSAT FLORA CHERAS,Cheras Selatan,590,B-A
KJ304 INSTITUT PENGURUSAN VETERINAR (OPP),Cheras Selatan,590,B-A
KJ330 TAMAN RAKAN (BARAT),Cheras Selatan,590,B-A
KJ331 TAMAN RAKAN (TIMUR),Cheras Selatan,590,B-A
KJ561 BANDAR MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ562 BANDAR MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ214 PETRONAS MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ177 BMC MALL (OPP),Cheras Selatan,590,B-A
KJ751 PERUMAHAN MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ195 PERUMAHAN MAHKOTA CHERAS SEKSYEN 3,Cheras Selatan,590,B-A
KJ570 DEWAN SERBAGUNA MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ200 PERUMAHAN MAHKOTA CHERAS SEKSYEN 6,Cheras Selatan,590,B-A
KJ213 KOMERSIAL MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ289 BANDAR MAHKOTA CHERAS,Cheras Selatan,590,B-A
KJ329 SHELL SG LONG,Cheras Selatan,590,B-A
KJ361 GREEN SEKSYEN 7,Cheras Selatan,590,B-A
KJ370 PERUMAHAN SG LONG SEKSYEN 7,Cheras Selatan,590,B-A
KJ403 PERUMAHAN SEKYEN 7,Cheras Selatan,590,B-A
KJ428 SMK SG LONG,Cheras Selatan,590,B-A
KJ437 APARTMENT GREEN ACRE,Cheras Selatan,590,B-A
KJ438 SG LONG GOLF & COUNTRY CLUB,Cheras Selatan,590,B-A
KJ477 UTAR,Cheras Selatan,590,B-A
SJ237 TERMINAL PUCHONG UTAMA,Cheras Selatan,600,A-B
SJ603 PUCHONG UTAMA 1 (PRESINT10),Cheras Selatan,600,A-B
SJ605 TRACTORS MALAYSIA,Cheras Selatan,600,A-B
SJ677 KOMPLEKS RAKAN MUDA,Cheras Selatan,600,A-B
SJ516 LOTUS EXTRA PUCHONG,Cheras Selatan,600,A-B
(M) SJ610 IOI MALL PUCHONG,Cheras Selatan,600,A-B
SJ330 PUSAT IT KOMUNITI,Cheras Selatan,600,A-B
SJ331 TM KINRARA,Cheras Selatan,600,A-B
SJ332 APARTMENT SRI CEMPAKA,Cheras Selatan,600,A-B
SJ333 PERUMAHAN AMAN SARI,Cheras Selatan,600,A-B
SJ334 TAMAN BUKIT KUCHAI,Cheras Selatan,600,A-B
SJ348 TUDM KINRARA (OPP),Cheras Selatan,600,A-B
SJ338 KOMERSIAL PAIK SIONG,Cheras Selatan,600,A-B
(M) SJ339 KOMERSIAL TAMAN KINRARA,Cheras Selatan,600,A-B
SJ340 JEJANTAS TAMAN KINRARA,Cheras Selatan,600,A-B
KL1342 MENARA IIP (OPP),Cheras Selatan,600,A-B
KL1343 OUG PARKLANE (OPP),Cheras Selatan,600,A-B
KL1344 CALTEX TAMAN KUCHAI,Cheras Selatan,600,A-B
KL1345 MASJID JAMEK PETALING,Cheras Selatan,600,A-B
KL1346 PANGSAPURI SRI JATI (OPP),Cheras Selatan,600,A-B
KL1347 MASJID ABDUL RAHMAN (OPP),Cheras Selatan,600,A-B
KL1271 TAMAN YARL (UTARA),Cheras Selatan,600,A-B
KL1272 PEARL POINT,Cheras Selatan,600,A-B
KL1274 ROZEL,Cheras Selatan,600,A-B
KL1275 PLAZA PRIMA (OPP),Cheras Selatan,600,A-B
KL1276 VERVE SUITES,Cheras Selatan,600,A-B
(M) KL1277 SCOTT GARDEN/AMBANK,Cheras Selatan,600,A-B
(M) KL1280 TAMAN SHANGHAI (SELATAN),Cheras Selatan,600,A-B
KL1281 SOUTHBANK RESIDENCE,Cheras Selatan,600,A-B
KL1282 3RD MILES SQUARE,Cheras Selatan,600,A-B
KL1283 SHELL (OPP),Cheras Selatan,600,A-B
KL1284 WISMA BUDDHIST,Cheras Selatan,600,A-B
KL1395 SAVILLE RESIDENCE (OPP),Cheras Selatan,600,A-B
KL1535 MIDVALLEY,Cheras Selatan,600,A-B
KL1086 IPD BRICKFIELDS,Cheras Selatan,600,A-B
KL1079 KL SENTRAL,Cheras Selatan,600,A-B
KL1090 SENTRAL EXHIBITION MALL,Cheras Selatan,600,A-B
KL1925 JABATAN WARISAN NEGARA,Cheras Selatan,600,A-B
KL1091 PUBLIC BANK (OPP),Cheras Selatan,600,A-B
(M) KL1933 PASAR SENI (PLATFORM E1 - E3),Cheras Selatan,600,A-B
(M) KL1933 PASAR SENI (PLATFORM E1 - E3),Cheras Selatan,600,B-A
KL1092 PUBLIC BANK,Cheras Selatan,600,B-A
KL2145 HOTEL PRESCOTT,Cheras Selatan,600,B-A
KL1080 BRICKFIELDS,Cheras Selatan,600,B-A
KL1082 SK METHODIST,Cheras Selatan,600,B-A
KL1083 PALM COURT,Cheras Selatan,600,B-A
KL1084 SMK LA SALLE,Cheras Selatan,600,B-A
KL1085 BALAI POLIS BRICKFIELDS,Cheras Selatan,600,B-A
KL278 KOMERSIAL TAMAN SEPUTEH,Cheras Selatan,600,B-A
KL1179 MAZDA,Cheras Selatan,600,B-A
(M) KL1180 BHP,Cheras Selatan,600,B-A
KL1181 SHELL,Cheras Selatan,600,B-A
KL1182 THAM WAH WAN,Cheras Selatan,600,B-A
KL1183 AVANTAS RESIDENCE,Cheras Selatan,600,B-A
(M) KL1184 TAMAN SHANGHAI (SELATAN),Cheras Selatan,600,B-A
KL1750 THE SCOTT GARDEN,Cheras Selatan,600,B-A
KL1212 PASAR KLANG LAMA,Cheras Selatan,600,B-A
KL1267 PLAZA PRIMA,Cheras Selatan,600,B-A
KL1268 WISMA TEOH CHIN KEE,Cheras Selatan,600,B-A
(M) KL1269 PEARL POINT,Cheras Selatan,600,B-A
KL1270 TAMAN YARL (UTARA),Cheras Selatan,600,B-A
KL1348 MASJID ABDUL RAHMAN,Cheras Selatan,600,B-A
KL1349 PANGSAPURI SRI JATI,Cheras Selatan,600,B-A
KL1351 NEST RESIDENCE (OPP),Cheras Selatan,600,B-A
KL1352 SHELL TAMAN KUCHAI,Cheras Selatan,600,B-A
KL1353 OUG PARKLANE,Cheras Selatan,600,B-A
(M) SJ345 JEJANTAS TAMAN KINRARA,Cheras Selatan,600,B-A
SJ654 TAMAN KINRARA SEKSYEN 1,Cheras Selatan,600,B-A
SJ346 TAMAN PAIK SIONG,Cheras Selatan,600,B-A
SJ347 TUDM KINRARA,Cheras Selatan,600,B-A
SJ352 BHPETROL BUKIT KUCHAI,Cheras Selatan,600,B-A
SJ353 BUKIT KUCHAI,Cheras Selatan,600,B-A
SJ354 BHPETROL,Cheras Selatan,600,B-A
SJ358 KOMUNITI PUCHONG JAYA (OPP),Cheras Selatan,600,B-A
SJ447 SKYPOD RESIDENCE,Cheras Selatan,600,B-A
(M) SJ449 SETIA WALK,Cheras Selatan,600,B-A
SJ611 SETIAWALK MALL,Cheras Selatan,600,B-A
SJ667 TAMAN INDUSTRI PUCHONG,Cheras Selatan,600,B-A
SJ625 TRACTOR MALAYSIA,Cheras Selatan,600,B-A
SJ601 JEJANTAS SK PUCHONG UTAMA 3,Cheras Selatan,600,B-A
SJ237 TERMINAL PUCHONG UTAMA,Cheras Selatan,600,B-A
